id,Datetime,Text
1598101253938376705,2022-11-30 23:46:44+00:00,"Kampanye LGBT ya di setop Thai, lawan intervensi barat yg bawa ideologi tsb. https://t.co/FIXODt7t6u"
1598101156940898304,2022-11-30 23:46:21+00:00,@OposisiCerdas Jgn kita mengundang murka Allah kalau azabNya turun kita yg membenci LGBT pun kena.
1598100804204134400,2022-11-30 23:44:57+00:00,@luminary_zine @zipsunz lgbtq 🏳️‍🌈
1598100732083068928,2022-11-30 23:44:40+00:00,"@keuangannews_id Udah gila semua LGBT suruh di lindungi..
Harusnya di musnahkan seperti kaum Nabi luth..."
1598100628055916544,2022-11-30 23:44:15+00:00,twt user @nnncults yg tahun ini spotify wrapped-nya sangat lgbt: https://t.co/O2OywcYfhe
1598100474460540928,2022-11-30 23:43:39+00:00,Pendukung atau pelaku LGBT pasti tidak akan percaya adanya Adzab Allah. https://t.co/CMF6HptAwH
1598100444152143873,2022-11-30 23:43:31+00:00,"@keuangannews_id Yenny Wahid katanya agama Islam dan juga katanya anak Kiai,tapi tidak paham larangan Allah SWT yang ada didalam Al Quran dan umat nabi Luth dibinasakan oleh Allah SWT karena perilaku LGBT. LGBT itu penyakit yang harus diobati bukan dilindungi."
1598100364644954112,2022-11-30 23:43:12+00:00,@Joen_Sihotang @helloanxiety17 @rian_brd @idextratime ya LGBT mah semua agama melarang yg ngedukung kan itu murni karna politik karna kaum bangsat itu udah jadi politik diluar
1598099757729472513,2022-11-30 23:40:48+00:00,@tanyarlfes Ni menfess kalo gak bawa bawa lgbt dari luar sehari aja gak rame akunnya.
1598099726876172289,2022-11-30 23:40:40+00:00,@changminhusband @tanyarlfes pantes marah dia lgbt anyink
1598099261375545345,2022-11-30 23:38:49+00:00,@legend_ElBashir Lgbt
1598099058924474368,2022-11-30 23:38:01+00:00,Nebula is nblm
1598098970714116098,2022-11-30 23:37:40+00:00,"@Rianto2D @blekplowerr @idextratime mereka mengatasnamakan ham di program kampanye lgbtq, sdgkn mereka yg bbrapa negara tadi cm diam dan pura² dongo pas palestine diserang habis²an, apa itu ckup adil?"
1598098627012210688,2022-11-30 23:36:18+00:00,"@txtdrberseragam Kenapa Cewe berhak untuk takut dengan ""pria mesum"" sedangkan cowok dilarang takut dengan ""pria mesum"" dengan dalih HAM dan menganggap orang LGBT gak mengganggu kepentingan publik. hey  cowok juga takut dilecehkan."
1598098426876420096,2022-11-30 23:35:30+00:00,Jack Ma Sembunyi di Jepang hingga Qatar Izinkan LGBT di Piala Dunia #KilasInternasional https://t.co/LLkHRxDOxa
1598098359767765000,2022-11-30 23:35:14+00:00,Russian Senate strengthens ban on ‘LGBT propaganda’ | CNN https://t.co/yvIwOlfN4x
1598098312930131969,2022-11-30 23:35:03+00:00,"@extratimelhaksa @helloanxiety17 @rian_brd @idextratime Saya sih gak terlalu suka....
Komentar nya jadi kemana2...
Tp saya disini gak ingin sebaliknya juga terjadi....saya tetap respek...
Hanya saja saya ingin komentar yang kemarin2 disudahi....
Gak bagus untuk keindahan sepak bola....

Khusus LGBT ttp saya NO....😊"
1598097818438488064,2022-11-30 23:33:05+00:00,"@Rianto2D @blekplowerr @idextratime skrg bkn lgi soal ngaruh ga nya, itu udh soal keadilan mengkampanyekan mana yg hrusnya logis buat dikampanyekan, bbrpa negara pendukung lgbtq ngbuat statement ttg adany ham dikampanye soal isu lgbtq, mnrt mreka ada hak² yg hrus dibela utk para pelaku lgbtq"
1598097622132469761,2022-11-30 23:32:18+00:00,@ijkgguk himno lgbt https://t.co/azSAcag92V
1598097565702324224,2022-11-30 23:32:05+00:00,@Miniongoldlane @txtdrberseragam Lu juga golongan LGBTQ+ ya??
1598097279382335489,2022-11-30 23:30:57+00:00,"belum lagi isu LGBTQ yang makin gencar. Apa isu LGBTQ ini tujuannya buat menguasai negara pada akhirnya ya? 🤔
Negara penduduk berlebih menginvasi negara penduduk berkekurangan. https://t.co/82NG3GkvNE"
1598097227175452674,2022-11-30 23:30:44+00:00,@keuangannews_id Waaahhh.... Antek Dajjal mau mengesahkan hak LGBT LOBANG TAIK. USIR.!!!!! 😡🤬🤬🤬🤬🤬
1598097155868479488,2022-11-30 23:30:27+00:00,"@keuangannews_id Lgbt di lindungi, berarti siap diadzab, seperti negeri  sodom."
1598097085311483904,2022-11-30 23:30:11+00:00,LGBTQ Pride &amp; Rainbow https://t.co/gPygS2vun1 via @EtsySocial #giftideas #giftforkids #digitaldownload #ClipArtSet https://t.co/DdU8i9Rmmn
1598096878218117122,2022-11-30 23:29:21+00:00,@dina_sulaeman Dari tweet pertama ibu kalau bendera tersebut membawa iau LGBTQ+ aja udah salah. Hoax gini kok bisa banyak diretweet dan like.
1598096628447318016,2022-11-30 23:28:22+00:00,@keuangannews_id Jangan karena politik lantas membenarkan LGBT.
1598096318156902401,2022-11-30 23:27:08+00:00,"@OposisiCerdas Apes dah, TOLAK LGBT"
1598096112287911939,2022-11-30 23:26:19+00:00,"Selamat datang Desember
Semoga DIBULAN ini, menjadi bulan terakhir segala macam tragedi pilu mulai bencana alam, banjir, dll.saatnya introspeksi. Tinggalkan maksiat,LGBT. Itulah awal pemicu bencana slama ini"
1598095928829018112,2022-11-30 23:25:35+00:00,"@tempodotco Jepang, udah pertumbuhan kelahiran minim, kalo dukung LGBT ya bisa punah..... Bayi Tabung? Emang masih ada orang Jepang yg mau hamil?"
1598095853990084608,2022-11-30 23:25:17+00:00,"@anonympeopleee @Joons9alaxy @tanyarlfes mjb, tapi sesama umat beragama harusnya saling ngasih tau kebenaran. apalagi masalah lgbtq kaya gini. bisa bisa satu daerah kena azab nya, berkaca dari kisah kaum sodom"
1598095585667878914,2022-11-30 23:24:13+00:00,"@L3laki_5unyi Cc @yennywahid yg minta LGBT di lindungi.
silahkan mba yenni melindungi lesbi yg sdh menyiksa anak kecil."
1598095313306193920,2022-11-30 23:23:08+00:00,@UjangSeven @Parrewa4 @keuangannews_id Wajar aja loe kaum LGBT yh laknat mahunya lobang taik
1598094753434066944,2022-11-30 23:20:55+00:00,"👍👍
Pro Family, Ketahanan Keluarga, 
LGBTQ merupakan ancaman setiap negara, merusak tatanan keluarga, merusak ketahanan kluarga, merusak ketahanan negara. https://t.co/NGH3qtEepX"
1598094621925855232,2022-11-30 23:20:23+00:00,"@Birendrakuy @ric_ricaa @txtdrberseragam Di luar aspek LGBT, saya banyak menemui orang yang jadi asing dengan ortunya setelah bertahun-tahun di pondok. Bahkan ada beberapa yang merasa mereka dimasukkan pondok karena ortu malas sama mereka.

Ini bukan cuma 2-5 orang. Jadi pastikan sudah mengantisipasi hal tersebut."
1598094489889165315,2022-11-30 23:19:52+00:00,Drakor skrg knp ada unsur lgbt mlu anjir🙁
1598094381642579968,2022-11-30 23:19:26+00:00,@keuangannews_id silahkan klo AS mau menampung LGBT indonesia ke negaranya...
1598094326848180224,2022-11-30 23:19:13+00:00,@IqmalAzren @Gang_Utara LGBT ni bkn ada kat malaysia baru semlm..masa puak PAS memerintah pun bkn isu LGBT ni selesai..org komplen sbb kjaan sana kjaan yg mentadbir berpandukan syiar Islam.30 thn kot.pemimpin sana kenalah main peranan dgn memberi pengisian bermanfaat agar masalah sosial tdk memuncak..
1598094275585413120,2022-11-30 23:19:01+00:00,@keuangannews_id Prilaku LGBT sangat cepat mengundang murka Alloh.
1598093550209884160,2022-11-30 23:16:08+00:00,"@tempodotco Engga LGBT aja Jepang mau punah apalagi LGBT, auto bubar 25 tahun ke depan. Nice move Jepang"
1598093280100507649,2022-11-30 23:15:03+00:00,akane owari is transfeminine!
1598093202204274691,2022-11-30 23:14:45+00:00,@linar_jo @alainparison7 @CharrierChris56 Un sapin LGBT 🤷🏻‍♀️🤦🏻‍♀️
1598092934632833024,2022-11-30 23:13:41+00:00,"@keuangannews_id Hewan saja ga LGBT, masa manusia LGBT, derajatnya lebih rendah donk"
1598092880278495232,2022-11-30 23:13:28+00:00,"Si Yeni ini gak usah didengerin, lah kalo cuma gegara LGBT ada dijaman Rasul harus dilindungi emengnye LGBT itu hewan apaan ? Ape mungkin doi juga LGBT ? https://t.co/43PFeRD3aP"
1598092851854073856,2022-11-30 23:13:21+00:00,@UjangSeven @Parrewa4 @keuangannews_id Berarti situ LGBT?penyuka sesama jenis
1598092411925774336,2022-11-30 23:11:36+00:00,Dang 😳 https://t.co/d7KSeSK2Xn
1598092398432645121,2022-11-30 23:11:33+00:00,"@SiaranBolaLive seharusnya fifa lebih tegas, bukan maju mundur, kalau gk mau di atur ya silahkan keluar, masih banyak jg kog negara2 sepak bola yang tidak mendukung lgbt"
1598092272427753472,2022-11-30 23:11:03+00:00,"Dua cerita lama 1. Agent US 2. LGBT tak payahlah nak ungkit selagi tak ada bukti baru.

Sejak dia jatuh dari jawatan TPM dulu, dah tak dapat layanan istimewa US dah."
1598092209534177283,2022-11-30 23:10:48+00:00,@yookafina @tanyarlfes Kasian anaknya yg diadopsi. Belum setaun udah dikampanyein lgbt
1598092082781954049,2022-11-30 23:10:18+00:00,Jeremy is wlw
1598091947549560834,2022-11-30 23:09:46+00:00,"Qatar bukan hanya sekedar piala dunia

Tapi juga mengenalkan agama yang damai

Menghapus propaganda dan label teroris

Menolak penyimpangan (lgbt) https://t.co/bH5XqPz16b"
1598091878662311942,2022-11-30 23:09:29+00:00,"Cerita World Cup Qatar ni. Betul2 tak sangka boleh jadi medan dakwah dgn tunjuk contoh yang baik. 

Pada masa yang sama ada ketegasannya juga dalam hal2 prinsip asas

Tiada kompromi dalam hal Israel, LGBT &amp; Arak 

Contoh yang baik buat kita."
1598091420770144261,2022-11-30 23:07:40+00:00,@legend_ElBashir Lgbt
1598091026614620160,2022-11-30 23:06:06+00:00,"Ada kalanya manusia yang anti LGBT dikatakan orang tidak pintar sedangkan yg pro dibilang open minded. 

Orang terbangun akan menunduk menghindari kesesatan. https://t.co/YNZYI7TmWK"
1598090955672162306,2022-11-30 23:05:49+00:00,@keuangannews_id Perilaku LGBT lebih buruk dari binatang!
1598090851615674373,2022-11-30 23:05:24+00:00,"@aapocaIipse @tanyarlfes gakbisa, minimal di indo kita harus menerapkan bahwa part of lgbt = aib dan memperlakukan mereka layaknya aib

lu mau kaum gituan makin nyebar di sini?"
1598090571125788674,2022-11-30 23:04:17+00:00,"@_LOVE_AG4EVER Ini bani celeng kafir Komun1s. bukan hanya yg jantan dan betina yang LGBT udh mulai menunjukan taringnya. Biasa fitnah2 ulama. Agama manapun yg ada diindonesia dari dulu saling menghargai.
Padahal aksi 212 muncul karena Ahok menistakan agama Islam. Politisasi agama. https://t.co/lVrSxXgZfs"
1598089760815616003,2022-11-30 23:01:04+00:00,"Azerbaijan, Uzbekistan, Tajikistan, Uzbekistan can be considered the most cruel countries in relation to LGBT people
https://t.co/GY2UJNhqHp"
1598089723029106689,2022-11-30 23:00:55+00:00,"@lelarentaka446 Pn pas adalah parti perkauman haluan kanan yang ekstreme dan politik bawaannya adalah tidak sihat utk masa depan malaysia yang majmuk, adu domba rakyat, berat sebelah, perguna agama dan sentimen, tinggalkanlah, kaki cucuk saja, tgklah skrg ni cucuk sana sini, lgbt?? Mana mana"
1598088840946028551,2022-11-30 22:57:25+00:00,"Ini bukan pasangan gay, mereka berdua pernah viral, yg tiduran itu cewek tomboy pernah menjadi korban pelecehan sesksual oleh mantan pacarnya sendiri sehingga menjadikan dia trauma berdandan seperti cewek. But, prank ini sangat tdk lucu, krn scr tdk langsung ia mendukung LGBTQ. https://t.co/zFfx2x4EDy"
1598088769252384768,2022-11-30 22:57:08+00:00,LGBT? .__.
1598088708791488528,2022-11-30 22:56:53+00:00,"@tempodotco Jepang lg krisis demografi kok mw di tambahi LGBTQ, tambah ancooor. Yg ada isinya imigran semua kalau g mw ngeue n punya anak."
1598088286253113349,2022-11-30 22:55:13+00:00,kyoko kirigiri is nonbinary and a lesbian!
1598088222382227457,2022-11-30 22:54:57+00:00,@Bolatgo1 Lgbt+ misin?
1598088113934413825,2022-11-30 22:54:32+00:00,@borgolhatiku @txtdrberseragam Kalau di keluarga atau temen gue ada yg LGBT udah gue jauhin lah
1598087991754649600,2022-11-30 22:54:02+00:00,"@meinmokhtar Itu lah macai, asal utk parti sendiri, ludah jilat balik pon ok. Prinsip tolak tepi, asalkn bang non jadi peyem. Haha

Selain tu, kalau yg tweet ni dari LGBT, korang dgn human rights korang BOLEH PERGI MAMPOS!! LGBT can leave 🇲🇾!!!"
1598087546323750912,2022-11-30 22:52:16+00:00,@dina_sulaeman Mereka ingin lgbt mendunia
1598087515381981184,2022-11-30 22:52:09+00:00,@keuangannews_id astagfiruallah. kok jadi gini. lihat qatar. bahkan kegiatan duniawi pun mereka larang ada simbol LGBT. apalagi orangnya. ini pemahaman dari mana? bagaimana kalau anak cucu kita LGBT? mau diikhlaskan juga?
1598087507484102656,2022-11-30 22:52:07+00:00,@bbttrcup jd lgbt sih lebih tepatnya
1598087453159874560,2022-11-30 22:51:54+00:00,"@keuangannews_id LGBT wajib dilindungi???
Landak
Gajah
Badak
Tapir

🙄"
1598087443713970176,2022-11-30 22:51:52+00:00,@joko_maryadi Relawan LGBT pks gak diturunkan??
1598087136158584840,2022-11-30 22:50:38+00:00,"@keuangannews_id Bukan hanya LGBT, pencuri, perampok, pelacur, pemfitnah dll juga ada di jaman itu. Harusnya dilindungi semua dong... 🤦"
1598087115052834816,2022-11-30 22:50:33+00:00,"Pembenaran secara argumentatif terhadap kekeliruan seperti LGBT, normalisasi menghalalkan yg haram, bahkan yang paling bahaya liberalisasi dengan embel2 freedom of speech yang membuat orang yg tidak berilmu seolah2 boleh ber-argumen. Influencer"
1598086987625340929,2022-11-30 22:50:03+00:00,@keuangannews_id Mknya itu ujian Allah ng kita utk menhilangkan kaum LGBT itu utk kembali ke jln yg benar....
1598086347989712897,2022-11-30 22:47:31+00:00,tomoe udagawa is pansexual!
1598086085313462277,2022-11-30 22:46:28+00:00,@YulieNew Owh gtu...tp tetep aja pasangan brengsek ngendors kok LGBT
1598086037603233792,2022-11-30 22:46:17+00:00,"@sslyn12 @roseannebae14 @changminhusband @tanyarlfes Setauku di agama apapun LGBT di larang, artinya LGBT sebesar apa dosanya? Paham kan?
Udah zina, ga normal lagi, potensi penyebaran penyakit sex menular lagi"
1598085711840043010,2022-11-30 22:44:59+00:00,@keuangannews_id Gak bermutu Bu enek lihat kaum LGBT masa lelaki pake sepatu hak tinggi wkwkkwkwkwkwk
1598085704122523648,2022-11-30 22:44:57+00:00,"@keuangannews_id Simple aja, LGBT itu penyakit, ya harus dimusnahkan lah masa dilindungi"
1598085360399306752,2022-11-30 22:43:35+00:00,@Temblog69 @ajiska_ @clovercrushh @tanyakanrl Bahkan Adam &amp; Hawa aja yang di surga waktu itu tanpa kekurangan satupun aja bisa kena hasutan iblis.apalagi di dunia ini.iblis itu kejam fitnahnya cuy yang menyimpang bisa dibela mati matian atas dasar kemanusiaan padahal sudah jelas tercantum dalam Kitab LGBT itu dilaknat!
1598085098846687232,2022-11-30 22:42:33+00:00,"Dimana-mana Lagi ramai bahas LGBTQ, padahal kucing aja kalo kawin selalu ke betinanya.
Ngga lalat, ngga sapi, ngga buaya.
Cuma manusia yang ada-ada aja kelakuannya"
1598084899856035840,2022-11-30 22:41:45+00:00,@c0zycherry Arab Saudi tiada LGBT sama dengan negara Muslim yang lain contoh Malaysia tetapi penduduk kurang jenayah
1598084842779856896,2022-11-30 22:41:32+00:00,"@keuangannews_id adalah hak rakyat juga utk menolak lgbtq+ apapun alasannya

jangan paksa indonesia menerima liberalisme yg diusung amerika

lgbtq+ adalah penyakit sosial yg harus disembuhkan, bukan disebarluaskan"
1598084718120955905,2022-11-30 22:41:02+00:00,@keuangannews_id LGBT penyakit.. bukan di lindungi tapi di obati...duuuuh...masa pedang lawan pedang..penyuka lobang bool ya mba
1598084452973879296,2022-11-30 22:39:59+00:00,"@keuangannews_id Semakin menguatkan informasi Jang @Reesty_Cayah tentang kelompok promotor kampanye LGBT di Indonesia.. noway to kaum setengah-setengah. Setengah mengaku beriman, setengahnya ingkar dan melawan."
1598084400218275841,2022-11-30 22:39:46+00:00,helo lgbt https://t.co/THTUDWzsgv
1598083866371448833,2022-11-30 22:37:39+00:00,@liatono @ORSON_ordesonto @VIVAcoid Oh jd saat anak anda lgbt anda biarkan???
1598083839620177920,2022-11-30 22:37:32+00:00,@keuangannews_id LGBT sama khunsa beda.  Nggak nyambung.  Memang nggak tau atau sengaja ngeblaving?
1598083588725305345,2022-11-30 22:36:33+00:00,@txtdrberseragam Udah tau dari lama sih kalau ada lgbt di tubuh militer
1598083551248863233,2022-11-30 22:36:24+00:00,Teruteru Hanamura is agender and gay!
1598083478033428480,2022-11-30 22:36:06+00:00,"@ZonkyM @ORSON_ordesonto @VIVAcoid Apakah lgbt memang akan  dilaknat Tuhan? biarlah kuasa Dia yg menentukan, bkn hak kita sebagai manusia menyumpahi seolah olah kita lebih benar.Lagipula logika kamu di mana?, kalau terjadi tsunami di Spore,sebagian besar Sumatra dan Kalimantan akan terdampak. Tdk ada tsunami lokal"
1598083355928498176,2022-11-30 22:35:37+00:00,"Kesalahan narasi Yenny dkk soal ini adalah seolah lgbt itu harus dieksekusi/diusir dll, padahal sampai hari ini, kaum tsb masih bisa hidup biasa. Yg ditentang adalah itu kampanye, minta UU dll. Jadi tindakan Rusia baru2 ini benar. https://t.co/UzRXcbNWOA"
1598083236785422336,2022-11-30 22:35:09+00:00,"@tvOneNews takperlu ada symbol LGBT, jika ingin nonton silahkan tanpa simbol.symbol hanya mengkampanyekan"
1598083188022456320,2022-11-30 22:34:57+00:00,@keuangannews_id LGBT sudah dimasukin di perut bumi ketika zaman sodom &amp; Gomorah..hati2 laknat Allah ..
1598082902952407040,2022-11-30 22:33:49+00:00,"@AbahBen3 @keuangannews_id Ya mungkin dia suka juga melakukan hubungan kaya lgbt , makanya ngomong gitu"
1598082796240932864,2022-11-30 22:33:24+00:00,"@keuangannews_id Rusak klo omongan Yenny Wahid diikuti. Harusnya yg kena LGBT itu disembuhkan..klo dilindungi ya bakalan menyebar. Wong penyakit kok dilindungi.cara menyembuhkan penyakit ada 2,diobati apa di binasakan.jgn cm dilindungi tok terus dibiarkan menyebabkan penyakit nya"
1598082711834722305,2022-11-30 22:33:04+00:00,"@Parrewa4 @keuangannews_id Tanpa adanya LGBT pun namanya bencana akan slalu menghampiri negara yg bernama indonesia
Letusan toba 70.000 thn ,erupsi pulau weh Aceh, Tsunami selat sunda proto krakatau belum termasuk tsunami2 Berulang yng tdk tercatat di selatan jawa,sunda kecil ,barat sumatra"
1598082678599069696,2022-11-30 22:32:56+00:00,"Kalau maksudnya dilindungi adalah dibina agar taubat seraya mencegah prilkau tsb terjadi di tengah masyarakat, it's ok. Tapi kalau dilindungi artinya pelaku LGBT dibiarkan dan terus menularkan penyakitnya, itu membiarkan kemunkaran dan bahaya namanya, Bu. https://t.co/V4osGa3EWw"
1598082128172175361,2022-11-30 22:30:44+00:00,@SelangorFriends Tu lah . Selangor memang terbaik. Lgbt dan pelacur pun layak asnaf dan bantuan zakat. Reformasi. Pembaharuan
1598082046064496640,2022-11-30 22:30:25+00:00,"Kriminalisasi Seks Gay Dicabut, Keluarga LGBT Singapura Tetap Nelangsa https://t.co/1uqTIAYnZA"
1598081999570636801,2022-11-30 22:30:14+00:00,@keuangannews_id Ada gak sih dari kelompok Gusdurian yg mengecam LGBT?
1598081975033614336,2022-11-30 22:30:08+00:00,"@Kimcimaya @deerbyou @txtdrberseragam Tapi Norma publik di Indonesia menganggap LGBT itu merupakan penyimpangan, jadi jgn memaksakan hal yg melanggar norma publik di Indonesia, karena bagaimanapun masyarakat juga nggak bisa serta merta nerima penormalan dari penyimpangan"
1598081823049134080,2022-11-30 22:29:32+00:00,"@liatono @ORSON_ordesonto @VIVAcoid Saya tdk membenarkan menyumpahi negara lain, namun saat kerusakan terjadi di suatu tempat akibat LGBT mka bukan hanya dia yg kena azabnya... Tapi semuanya lihat kontex saya komen ....(kerusakan akhlak)"
1598081752051818497,2022-11-30 22:29:15+00:00,@martinclz @ELWillismo @UEenParaguay LGBT?
1598081719197802497,2022-11-30 22:29:07+00:00,"LGBT adalah pemikiran cabang dari sekularisme

tolak LGBT tolak sekularisme! https://t.co/c4MDJ6aPLA"
1598081705298259968,2022-11-30 22:29:04+00:00,@Tita83079013 Kadrun pura2 budex kali ya..pdhal d sumbar itu sarangnya lgbt rata2 pesantren d sana isinya lgbt
1598081449877733376,2022-11-30 22:28:03+00:00,"@democrazymedia Jika demokrasi (Sekularisme) lahir dan disebarkan oleh amerika, maka amerika pun akan memastikan segala pemikiran turunan dari sekularisme (LGBT) agar eksis dan berkembang di negeri yg menganut demokrasi."
1598081414683324417,2022-11-30 22:27:54+00:00,@Slmnaaaz @cityofangeels @unmagnetism Karena kalau Allah Maha Jahat ya terjadilah paradox dan bertentangan sama Maha Baik itu sendiri. LGBT itu datangnya dari godaan Iblis. Bukannya udh dpt pljarn iblis dilmpar ke neraka dgn syarat dia diizinkan menghasut umat manusia cucu”Nabi Adam agar tersesat dan sperti dirinya?
1598081354675019777,2022-11-30 22:27:40+00:00,tomoe udagawa is stargender!
1598081134696353793,2022-11-30 22:26:48+00:00,"@keuangannews_id Lha kok msh ada yg anggap dia tokoh... 
Ayuk, Yg py anak santri ditmpt mereka, pindahin ke tmpt lain... 
Jgn2 LGBT...... ah tau dahh..... Ngeri..."
1598081044002922496,2022-11-30 22:26:26+00:00,"@keuangannews_id Kampret loe siapa yang mau lindungi orang baik kalau azab udah turun....jaman rasullulah masih bisa berlindung pada diri beliau ,sekarang beliau sudah wafat mau siapa yang melindungo buat gua lgbt penyakit sembuhkan atau hanguskan....titik"
1598080632873455616,2022-11-30 22:24:48+00:00,"@keuangannews_id Yenny Wahid kampanye LGBT dg menjual nama Rasulullah. Tudingan sangat keji, krn dianggap Rasulullah lindungi LGBT. Berdalih toleransi dan hak asasi, kalian jd proxy kepentingan kaum LGBT."
1598080508524924928,2022-11-30 22:24:18+00:00,@mas_aro @ric_ricaa @txtdrberseragam Hampir semua Pesantren bahkan Pesantren terkenal bisa saya jamin ada LGBT didalamnya
1598080465902391296,2022-11-30 22:24:08+00:00,@tempodotco kl mau anak bangsanya itu berakal sehat dan berjiwa sehat maka LGBT itu jgn di kasih panggung
1598080406905311232,2022-11-30 22:23:54+00:00,@keuangannews_id Zaman Rasulullah LGBT dibunuh.
1598080250063499264,2022-11-30 22:23:17+00:00,@keuangannews_id Karena PENYAKIT ya harusnya DIOBATI .. karena narasi “MELINDUNGI” adl modal bagi LGBT untuk “NGULANJAK” ..
1598079955749195776,2022-11-30 22:22:06+00:00,"@m4rvel_16 @SulingKayu @ViantyTJP @bekasBuaya @inikopinagih @akunsiMufti @RizaLKLTWin @TehKitaAja @Thea_ALodie @FemmyManroe1 @__butterbitter Wkwkwk stadz BANCI MISKIN mesum sok pake DP anti LGBT, TOLOL https://t.co/3sj1hZKkC1"
1598079814526996480,2022-11-30 22:21:33+00:00,"Hati hati...
Akan ada musibah musibah besar yang menimpa Indonesia, jika utusan LGBT dari Amerika diizinkan rezim masuk kebumi Indonesia...
Allah SWT akan marah dan rakyat yang tak berdosa sekalipun akan menerima dampaknya ...
Wallahua'lam"
1598079790720122880,2022-11-30 22:21:27+00:00,"@Birendrakuy @ric_ricaa @txtdrberseragam Jika ingin mencari yg gak ada LGBT mungkin cari Pondok yng masih seumur jagung usia Pondoknya, kalau Pondok Pesantren terkenal sudah saya jamin pasti ada LGBT didalamnya. Hal yg pahit untuk diakui bagi kalangan Pesantren tapi itulah realitanya"
1598078807352946688,2022-11-30 22:17:33+00:00,@Birendrakuy @ric_ricaa @txtdrberseragam Jika pondok pesantren tersebut perempuan dan laki-laki berpisah bisa dipastikan ada LGBT di dalamnya namun yg membuat saya kaget Pondok Pesantren dengan gabung lawan jenispun tetap masih ada LGBT. Jadi untuk memberi tahu kisi-kisi sulit.
